id	sentence
1273	I get enraged when my flatmates can't keep down when I'm trying to sleep
1274	My sister was really happy when she won her first chess competition.
1275	The horror movie contained an unexpected jumpscare.
1276	The taste of that new recipe was so awful; it made me feel disgusted.
1277	The anticipation of bad news when the doctor calls is almost paralyzing.
1278	Walking alone on a foggy night, the eerie silence enveloped me in a blanket of fear, making every shadow suspicious.
1279	Everyone seems happy today because it's sunny outside.
1280	As the plane landed in their dream destination, they clasped hands, their eyes sparkling with anticipation.
1281	I am shocked that my mother would say that to me.
1282	He's scared of public speaking.
1283	I hate loud obnoxious children in public transport.
1284	I feel nauseous whenever I smell garbage left out in the sun.
1285	The child awoke in a state of great terror.
1286	Watching the sunset brings peace of mind, clearing and refreshing the brain, like a reset button for the soul.
1287	It's incredibly revolting when a rotten cheese oozes onto my arm when I clean it up
1288	I'm happy when the weather is sunny and I can ride my bike.
1289	Stubbing my toes against a cabinet makes me want to use foul or harmfull language.
1290	I immediately went silent when I was proposed to in the middle of the street.
1291	I'm afraid to go to the dentist.
1292	I'm thrilled about the new action movie coming out this summer. 
1293	I feel anxious when it's presentation day.
1294	I'm amazed at how well the universe is constructed.
1295	They were threatened by the person robbing the bank.
1296	The woman had tears of joy when her man asked her to marry him.
1297	I get disgusted when someone tried to get to much attention.
1298	I'm angry when I am losing the game.
1299	I got a low grade on my exam. 
1300	Discovering the secret ingredient in the recipe left me astonished.
1301	The way he acted really made me question his personality.
1302	I get angry when my roommates don't wash their dishes.
1303	Sarah could not find the words when she heard her father was in an accident.
1304	Timmy felt anxious as he waited for the exam results to be announced.
1305	I enjoy sitting by the river and listening to the nature.
1306	Hearing a sudden loud noise, the girl jumped, fear gripping her as she scanned the surroundings.
1307	Facing my deepest fears takes courage I didn't know I had.
1308	my friend broke his neck
1309	He threw the book across the room, frustration boiling over into action.
1310	I'm scared of wasps.
1311	My sister felt guilty for eating my portion of the cake.
1312	With friends who share our goals and mindset, every step forward is a joyful adventure towards our dreams.
1313	The ghost story she told at the campfire was spine-chilling.
1314	I had never expected that my cat would ever come back home.
1315	Yesterday I have seen licking child's face while he was bursting out laughing.
1316	It disgusts me when someone smells bad.
1317	When someone is disrespectful to someone else it makes me angry.
1318	My mother feel quilty that I had a car accident last week.
1319	My mom is frustrated that my brother didn't pass his exam.
1320	They feel sad when this song plays.
1321	She was disappointed with the results.
1322	The crunch of stepping on a bug makes my body shake out of disgust.
1323	Raindrops trickled down the windowpane, mirroring the sorrow in her heart.
1324	Tears streamed down my mother’s face as I left for further studies.
1325	He couldn't help but smile every time he thought of the upcoming vacation.
1326	I hate it when it's really bussy at the gym.
1327	I was shocked to find out my husband had been cheating on me.
1328	being awoken to a shadowy figure at the edge of my bed
1329	Sitting by the lake when it's quiet makes me feel calm and happy.
1330	I'm so proud of my brothers good grades.
1331	He has a gun!
1332	Seeing a smeared out turd on the street is disgusting.
1333	Meeting old friends after years brought immense joy to my heart.
1334	It can be scary to go for a walk in the park during the night.
1335	I get pissed when my flights are delayed.
1336	I'm in great remorse after yelling at my parents.
1337	I really like the flavor of this dish !
1338	Whoa, that was crazy!
1339	I tried to suppress my anger, but it bubbled up inside me like a raging inferno.
1340	I got excited when my dad told me that we are going to Disneyland tomorrow.
1341	The broken toy made the child frown, feeling a little bit of sadness.
1342	My boyfriend broke up with me.
1343	Coming across a cruel comment online, I felt a wave of disgust for the anonymity that emboldens such harshness.
1344	The sight of cockroaches scurrying across the floor fills me with disgust.
1345	Alex's heart raced when he got lost in the unfamiliar, dark forest.
1346	I was blown away by her tallant.
1347	A weak mindset leads to weak men.
1348	Darkness is my biggest fear.
1349	I so sad, I just finished my ciggarretes.
1350	Tom's smile grew as he opened the gift his wife had given him.
1351	I was shocked when I find out that my health condition isn't good.
1352	The overflowing trash can filled her with an immediate sense of repulsion.
1353	The surprise party left him speechless, surrounded by friends and overwhelmed with joy.
1354	He gets enjoyment out of programming.
1355	She made me uncomfortable by talking about my dead dogs.
1356	The persistent noise from the construction site next door kindled a simmering anger, disrupting my peace.
1357	Seeing mold on bread immediately turns my stomach.
1358	Her heart skipped a beat as she walked into the dark and damp warehouse.
1359	Seeing someone steal usually makes me aggresive and hateful
1360	Eyes widened in astonishment as the curtain rose to reveal the breathtaking stage production.
1361	the birds chrip happly while flying from branch to branch.
1362	Watching a horror movie late at night left her afraid to turn off the lights. 
1363	I was surprised with how quick we got there.
1364	He's feeling sad because his pet died
1365	Tonight were are going to celebrate my brothers birthday.
1366	Listening to music makes me feel great.
1367	Sometimes the fear of failure can hold me back, but I push through it.
1368	He felt betrayed when his secrets were shared without consent.
1369	The taste of spoiled milk made him recoil in disgust. 
1370	I'm mad at myself for forgetting the important meeting.
1371	I was startled by my cat making noise in the middle of the night.
1372	This movie usually makes me smile.
1373	Emily's eyes widened in delightful surprise at the stunning jewelry in the plain-looking package.
1374	I got furious when I had an argument with my sibling. 
1375	Living far from my parents makes me feel lonely.
1376	I feel so bad when I see her.
1377	After eating it for months, Johny felt grossed out by the idea of spinach soup.
1378	The wilted flowers in the vase mirrored the sorrow I felt within.
1379	Emma panicked when she realized she had lost her phone in the crowded mall.
1380	I'm anxious when thinking about losing my close ones.
1381	After losing his phone, he was in panic.
1382	The sight of the litter-strewn beach filled me with a sense of disgust, tarnishing the natural beauty.
1383	I live in fear.
1384	Feeling alone in a crowd can be overwhelming.
1385	Sounds like the neighbor is really pissed off.
1386	Thank you so much for your help.
1387	Coming home to your wife and 1 loving daughter does fulfill most people, however this isn't the case for me..
1388	With a startled exclamation, he dropped the letter, unable to comprehend its shocking contents.
1389	The unexpected thunderstorm caught me off guard and left me feeling scared.
1390	The sight of the moldy bathroom disgusted me.
1391	I’ve been having a really hard time lately.
1392	How did you manage to get here?
1393	The smell coming from the musty clothes made my eyes water.
1394	I love the sound of thunder
1395	Being alone in the dark forest made my heart race with fear.
1396	She's terrified of heights.
1397	I have no friends, this makes me feel lonely. 
1398	Stumbling upon an old friend in a foreign country was such a surprise.
1399	I get nervous arround my crush.
1400	I'm so mad I lost my keys.
1401	Watching the leaves fall silently from the tree, I felt a profound sense of sadness, as if saying goodbye to an old friend.
1402	If this baby cries the whole ride, I will lose my patience.
1403	Losing my keys drives me crazy
1404	I'm repulsed by the roaches in the basement.
1405	This was the best birthday I've had in ages!
1406	Mark's face twisted in disgust at the unidentifiable substance in his restaurant salad.
1407	Snow ocasionally falls in sahara desert
1408	The unpredictability of life never ceases to amaze me.
1409	I am glad that you passed your exam.
1410	I get excited when I see my dog.
1411	I’m feeling down.
1412	She was surprised when he came to visit her.
1413	Hearing the unexpected news about the job promotion shook me with excitement.
1414	I'm glad we managed to get tickets for my favorite band.
1415	The idea of eating raw oysters just fills me with repulsion.
1416	Spending quality time with my cat, cuddling and playing together, brought a smile to my face.
1417	Every year i experience seasonal depression.
1418	I'm afraid of snakes when I walk in the jungle.
1419	Some drivers on the road drive like they got their driver's license in kinder garden.
1420	Winning the award was a moment of pure bliss.
1421	How are grapes allowed to exist?
1422	being encased in insects is a fearful experience
1423	I hate it when someone interrupts me while I'm talking.
1424	I'm happy when I'm with my friends.
1425	Missing someone I love makes me feel sad.
1426	The Doctor's results are worrying.
1427	Having no friends seems to be a lonely thing.
1428	Solving a problem after a long time is a great feeling.
1429	Hearing strange footsteps behind me on a deserted street made me panic.
1430	Stepping in mud makes me feel gross.
1431	I feel guilty about the ice cream I stole as a kid. 
1432	Her ability to recall obscure facts never ceases to amaze her friends.
1433	Your cat is so cute, I love him.
1434	She remained skeptical about the new product.
1435	I love egg fried rice.
